Park,Park_Code,Site_Name,Station_Name,Event_Date,Marker_Horizon,Observation_Number,Depth_mm,Data_Processing_Level,Observation_Type,Core_Condition,Core_Type,Core_Notes
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/16/2017,B,4,51,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/16/2017,A,4,54,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,A,1,45,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,B,1,51,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,C,1,48,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,C,2,46,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,B,2,48,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,A,2,54,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,A,3,47,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,B,3,50,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,C,3,40,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,C,4,58,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,B,4,50,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,4/24/2018,A,4,45,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,A,1,52,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,C,1,40,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,B,1,60,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,B,2,65,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,C,2,40,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,A,2,50,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,A,3,47,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,C,3,40,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP2,10/3/2018,B,3,65,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2002,B,1,1,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2002,B,2,1,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2002,B,3,1,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,A,1,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,C,1,6,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,B,1,2,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,B,2,3,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,C,2,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,A,2,4,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,A,3,3,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,C,3,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,B,3,4,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,B,4,4,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/2/2003,C,4,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,B,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,A,1,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,C,1,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,C,2,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,A,2,4,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,B,2,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,B,3,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,A,3,4,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,C,3,6,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,C,4,4,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,A,4,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2003,B,4,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,C,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,A,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,B,1,17,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,B,2,14,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,A,2,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,C,2,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,B,3,17,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,C,3,17,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,A,3,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,C,4,14,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/24/2003,B,4,13,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,A,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,C,1,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,B,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,B,2,8,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,C,2,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,A,2,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,A,3,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,C,3,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,B,3,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,B,4,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,C,4,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/29/2004,A,4,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,B,1,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,C,1,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,A,1,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,A,2,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,C,2,13,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,B,2,6,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,B,3,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,C,3,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,A,3,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,A,4,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,C,4,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/19/2004,B,4,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,B,1,14,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,A,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,C,1,13,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,C,2,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,A,2,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,B,2,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,B,3,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,A,3,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,C,3,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,C,4,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2004,A,4,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,B,1,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,A,1,8,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,C,1,8,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,C,2,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,A,2,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,B,2,13,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,B,3,11,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,A,3,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,C,3,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,C,4,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/16/2005,B,4,7,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,C,1,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,B,1,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,A,1,17,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,A,2,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,B,2,25,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,C,2,20,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,C,3,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,B,3,19,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,A,3,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,A,4,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,B,4,23,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/20/2005,C,4,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,A,1,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,B,1,10,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,C,1,12,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,C,2,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,B,2,21,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,A,2,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,A,3,20,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,B,3,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,C,3,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,C,4,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,B,4,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/18/2006,A,4,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,B,1,27,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,A,1,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,C,1,14,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,C,2,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,A,2,8,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,B,2,25,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,B,3,27,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,A,3,3,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,C,3,9,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,C,4,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,A,4,5,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,5/15/2007,B,4,26,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,C,1,20,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,B,1,21,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,A,1,18,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,A,2,16,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,B,2,24,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,C,2,22,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,B,3,21,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,A,3,15,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,8/15/2007,B,4,19,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,A,1,22,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,B,1,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,C,1,32,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,C,2,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,B,2,31,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,A,2,21,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,A,3,21,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,B,3,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,C,3,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,C,4,31,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/11/2008,A,4,21,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,A,1,29,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,C,1,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,B,1,32,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,B,2,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,C,2,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,A,2,27,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,A,3,24,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,C,3,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,B,3,39,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,B,4,39,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,C,4,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/1/2008,A,4,25,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,C,1,37,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,A,1,22,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,B,1,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,B,2,29,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,A,2,20,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,C,2,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,C,3,34,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,7/15/2009,A,3,22,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,C,1,45,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,B,1,31,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,A,1,32,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,A,2,33,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,B,2,33,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,C,2,47,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,C,3,49,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,B,3,33,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,A,3,27,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,A,4,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,B,4,35,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,9/8/2010,C,4,42,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,A,1,38,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,C,1,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,B,1,43,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,B,2,42,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,C,2,30,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,A,2,46,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,A,3,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,C,3,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,B,3,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,B,4,39,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/28/2011,C,4,27,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,A,1,40,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,C,1,52,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,B,1,50,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,B,2,52,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,C,2,51,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,A,2,37,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,A,3,34,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,C,3,47,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,B,3,54,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,C,4,48,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2011,A,4,34,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,A,1,31,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,C,1,51,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,B,1,46,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,B,2,47,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,C,2,48,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,A,2,29,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,A,3,29,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,C,3,49,Provisional,Standard observation,Unknown,Unknown,
