Park,Park_Code,Site_Name,Station_Name,Event_Date,Marker_Horizon,Observation_Number,Depth_mm,Data_Processing_Level,Observation_Type,Core_Condition,Core_Type,Core_Notes
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,B,3,50,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,B,4,49,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/20/2012,C,4,49,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,B,1,41,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,C,1,50,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,A,1,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,A,2,45,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,C,2,50,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,B,2,40,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,B,3,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,C,3,53,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,A,3,41,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,A,4,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,C,4,52,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/18/2012,B,4,42,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,C,1,49,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,A,1,28,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,B,1,37,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,B,2,37,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,A,2,33,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,C,2,40,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,C,3,43,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,A,3,38,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,B,3,38,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,B,4,39,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,A,4,38,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/14/2012,C,4,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,B,1,48,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,C,1,45,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,A,1,40,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,A,2,47,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,C,2,39,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,B,2,46,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,B,3,42,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,C,3,48,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/12/2013,A,3,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,A,1,50,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,C,1,67,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,B,1,45,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,B,2,43,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,C,2,67,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,A,2,42,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,A,3,43,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,C,3,65,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,B,3,45,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,B,4,44,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,C,4,64,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/20/2013,A,4,43,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,C,1,58,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,B,1,53,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,A,1,33,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,A,2,32,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,B,2,50,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,C,2,55,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,C,3,57,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,B,3,48,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,A,3,31,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,A,4,39,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,6/10/2014,C,4,59,Provisional,Standard observation,Unknown,Unknown,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,A,1,43,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,C,1,58,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,B,1,44,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,B,2,41,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,C,2,55,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,A,2,34,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,A,3,39,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,C,3,56,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,B,3,37,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,B,4,40,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,C,4,68,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/21/2014,A,4,43,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,B,1,48,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,A,1,24,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,C,1,35,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,C,2,32,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,A,2,23,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,B,2,51,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,A,3,23,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,C,3,36,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/28/2015,C,4,38,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,B,1,60,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,A,1,60,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,C,1,59,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,C,2,60,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,A,2,61,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,B,2,65,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,B,3,57,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,C,3,65,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,C,4,57,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,11/4/2015,B,4,60,Provisional,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,B,1,40,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,A,1,46,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,C,1,46,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,C,2,50,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,A,2,42,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,B,2,37,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,B,3,36,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,A,3,46,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/20/2016,A,4,50,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,A,1,50,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,B,1,66,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,C,1,41,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,C,2,40,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,B,2,65,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,A,2,41,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,A,3,53,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,B,3,69,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/6/2016,C,3,51,Provisional,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,B,1,51,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,A,1,51,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,C,1,62,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,C,2,59,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,A,2,52,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,B,2,52,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,B,3,49,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,A,3,57,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,C,3,57,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,C,4,62,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/26/2017,A,4,47,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,C,1,60,Raw,Standard observation,Good,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,C,2,68,Raw,Standard observation,Good,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,C,3,58,Raw,Standard observation,Good,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,C,4,68,Raw,Standard observation,Good,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,B,1,60,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,A,1,59,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,A,2,60,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,B,2,57,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,B,3,64,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/16/2017,B,4,61,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,C,1,66,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,B,1,66,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,A,1,65,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,A,2,71,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,B,2,68,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,C,2,79,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,C,3,57,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,B,3,63,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,A,3,61,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,A,4,60,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,4/24/2018,C,4,71,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,B,1,53,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,C,1,67,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,A,1,51,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,A,2,55,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,C,2,60,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,B,2,60,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,B,3,60,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,C,3,55,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Hospital Point,HP3,10/3/2018,A,3,40,Raw,Standard observation,Unknown,Cryogenic,
